Região Geográfica,UF,Regional de Saúde,Município,Código IBGE,Tipo da Instituição,Sigla da Instituição,Nome da Instiuição,Nome do escritório regional/local,CNPJ do escritório regional/local,Tipo da Forma de Abastecimento,Código Forma de abastecimento,Nome da Forma de Abastecimento,Nome da ETA/UTA,Ano de referência,Tipo de captação,Categoria do manancial superficial,Nome do manancial superficial,Categoria do ponto de captação subterrâneo,Nome do ponto de captação subterrâneo,Outorga,Latitude,Longitude,Vazão,Latitude_corrigida,Longitude_corrigida
SUL,RS,17ª CRS,SAO MARTINHO,431910,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL MISSOES SURMIS,92802784036623.0,SAA,S431910000001,SÃO MARTINHO,ETA DE SÃO MARTINHO/FON-01,2024,SUPERFICIAL,rio,LAJEADO TABORDA,,,N,"-27,7028834","-53,9466059",14.82,-27.7028834,-53.9466059
SUL,RS,3ª CRS,HERVAL,430710,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S430710000001,HERVAL,ETA DE HERVAL,2024,SUPERFICIAL,arroio,HERVAL,,,S,"-32,0187885","-53,4003612",10.0,-32.0187885,-53.4003612
SUL,RS,3ª CRS,HERVAL,430710,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S430710000001,HERVAL,ETA DE HERVAL,2024,SUPERFICIAL,arroio,PASSO DO ELIZEU,,,S,"-32,0187885","-53,4003612",17.09,-32.0187885,-53.4003612
SUL,RS,5ª CRS,GARIBALDI,430860,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430860000001,GARIBALDI,ETA DE GARIBALDI,2024,SUPERFICIAL,arroio,ARROIO MARRECAO,,,S,"-29,2587359","-51,5149885",47.0,-29.2587359,-51.5149885
SUL,RS,11ª CRS,GAURAMA,430870,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S430870000001,GAURAMA,ETA DE GAURAMA,2024,SUPERFICIAL,rio,RIO SUZANA,,,S,"-27,5553718","-52,1282093",27.97,-27.5553718,-52.1282093
SUL,RS,1ª CRS,GENERAL CAMARA,430880,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430880000001,GENERAL CAMARA,ETA DE GENERAL CÂMARA,2024,SUPERFICIAL,rio,RIO TAQUARI,,,S,"-29,9011629","-51,7533588",29.95,-29.9011629,-51.7533588
SUL,RS,11ª CRS,GETULIO VARGAS,430890,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S430890000001,GETÚLIO VARGAS,ETA DE GETÚLIO VARGAS,2024,SUPERFICIAL,arroio,ABAUNA,,,S,"-27,8827026","-52,2349957",55.0,-27.8827026,-52.2349957
SUL,RS,1ª CRS,GLORINHA,430905,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430905000001,GLORINHA,ETA DE GLORINHA,2024,SUPERFICIAL,arroio,PASSO DO PORTAO,,,S,"-29,8551345","-50,795223",15.78,-29.8551345,-50.795223
SUL,RS,1ª CRS,GUAIBA,430930,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430930000001,GUAÍBA,ETA I DE GUAÍBA,2024,SUPERFICIAL,lago,GUAIBA,,,S,"-30,1092172","-51,3128627",132.25,-30.1092172,-51.3128627
SUL,RS,1ª CRS,GUAIBA,430930,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430930000001,GUAÍBA,ETA III DE GUAÍBA,2024,SUPERFICIAL,lago,GUAIBA,,,S,"-30,1092172","-51,3128627",351.32,-30.1092172,-51.3128627
SUL,RS,14ª CRS,SANTA ROSA,431720,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL MISSOES SURMIS,92802784036623.0,SAA,S431720000001,SANTA ROSA,ETA DE SANTA ROSA,2024,SUPERFICIAL,rio,RIO SANTO CRISTO,,,S,"-27,8748761","-54,5426039",212.88,-27.8748761,-54.5426039
SUL,RS,14ª CRS,SANTA ROSA,431720,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL MISSOES SURMIS,92802784036623.0,SAA,S431720000001,SANTA ROSA,ETA II SANTA ROSA,2024,SUPERFICIAL,rio,RIO SANTA ROSA,,,S,"-27,819566","-54,383436",158.0,-27.819566,-54.383436
SUL,RS,16ª CRS,ENCANTADO,430680,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430680000001,ENCANTADO,ETA DE ENCANTADO,2024,SUPERFICIAL,rio,RIO TAQUARI,,,S,"-29,2115957","-51,8761633",30.79,-29.2115957,-51.8761633
SUL,RS,11ª CRS,ERECHIM,430700,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S430700000001,ERECHIM,ETA I DE ERECHIM,2024,SUPERFICIAL,barragem,ARROIO LIGEIRINHO E RIO LEAOZINHO,,,S,"-27,676189","-52,238195",210.81,-27.676189,-52.238195
SUL,RS,11ª CRS,ERECHIM,430700,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S430700000001,ERECHIM,ETA II  DE ERECHIM,2024,SUPERFICIAL,barragem,ARROIO LIGEIRINHO E RIO LEAOZINHO,,,S,"-27,676189","-52,238195",140.0,-27.676189,-52.238195
SUL,RS,4ª CRS,DONA FRANCISCA,430670,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL CENTRAL SURCEN,92802784036208.0,SAA,S430670000001,DONA FRANCISCA,ETA DE DONA FRANCISCA,2024,SUPERFICIAL,rio,RIO JACUI,,,N,"-29,6253728","-53,3497997",13.0,-29.6253728,-53.3497997
SUL,RS,1ª CRS,GRAVATAI,430920,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430920000001,GRAVATAÍ,ETA DE GRAVATAÍ,2024,SUPERFICIAL,rio,GRAVATAI,,,S,"-29,9752821","-50,9411124",461.05,-29.9752821,-50.9411124
SUL,RS,5ª CRS,GUAPORE,430940,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430940000001,GUAPORÉ,ETA DE GUAPORÉ,2024,SUPERFICIAL,rio,RIO CARREIRO,,,S,"-28,8301991","-51,8641454",82.95,-28.8301991,-51.8641454
SUL,RS,1ª CRS,ARROIO DOS RATOS,430110,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430110000002,ARROIO DOS RATOS,ETA DE ARROIO DOS RATOS,2024,SUPERFICIAL,arroio,ARROIO DOS RATOS,,,S,"-30,0941775","-51,7154452",51.6,-30.0941775,-51.7154452
SUL,RS,6ª CRS,FONTOURA XAVIER,430830,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430830000001,FONTOURA XAVIER,ETA DE FONTOURA XAVIER,2024,SUPERFICIAL,arroio,PEDRAS BRANCAS,,,S,"-28,9738626","-52,3555925",9.6,-28.9738626,-52.3555925
SUL,RS,5ª CRS,VERANOPOLIS,432280,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S432280000001,VERANOPOLIS,ETA DE VERANÓPOLIS,2024,SUPERFICIAL,arroio,RETIRO,,,S,"-28,9215566","-51,5769702",87.98,-28.9215566,-51.5769702
SUL,RS,5ª CRS,COTIPORA,430595,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430595000001,COTIPORÃ,ETA DE COTIPORÃ,2024,SUPERFICIAL,arroio,LEAO,,,N,"-28,9734103","-51,6757197",9.36,-28.9734103,-51.6757197
SUL,RS,15ª CRS,PALMEIRA DAS MISSOES,431370,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S431370000001,PALMEIRA DAS MISSÕES,ETA DE PALMEIRA DAS MISSÕES,2024,SUPERFICIAL,rio,MACACO,,,S,"-27,9412187","-53,2683129",91.32,-27.9412187,-53.2683129
SUL,RS,6ª CRS,CARAZINHO,430470,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S430470000001,CARAZINHO,ETA DE CARAZINHO,2024,SUPERFICIAL,rio,DA VARZEA,,,S,"-28,2465661","-52,7677349",225.9,-28.2465661,-52.7677349
SUL,RS,1ª CRS,CAMPO BOM,430390,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SINOS SURSIN,92802784031150.0,SAA,S430390000001,CAMPO BOM,ETA DE CAMPO BOM,2024,SUPERFICIAL,rio,DOS SINOS,,,S,"-29,6911046","-51,043816",516.95,-29.6911046,-51.043816
SUL,RS,7ª CRS,ACEGUA,430003,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PAMPA SURPA,92802784005744.0,SAA,S430003000001,ACEGUÁ,ETA DE ACEGUÁ,2024,SUPERFICIAL,arroio,ARROIO DA MINA,,,S,"-31,869101","-54,148048",5.9,-31.869101,-54.148048
SUL,RS,1ª CRS,NOVA SANTA RITA,431337,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SINOS SURSIN,92802784031150.0,SAA,S431337000001,NOVA SANTA RITA,ETA DE NOVA SANTA RITA,2024,SUPERFICIAL,rio,DOS SINOS,,,S,"-29,8803838","-51,2480537",52.75,-29.8803838,-51.2480537
SUL,RS,1ª CRS,VIAMAO,432300,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S432300000001,VIAMÃO,ETA FIUZA,2024,SUPERFICIAL,arroio,FIUZA,,,S,"-30,0987498","-51,0199475",70.42,-30.0987498,-51.0199475
SUL,RS,1ª CRS,MINAS DO LEAO,431225,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S431225000002,MINAS DO LEÃO,ETA DE MINAS DO LEÃO,2024,SUPERFICIAL,arroio,TAQUARA,,,S,"-30,1568244","-52,0322983",30.0,-30.1568244,-52.0322983
SUL,RS,3ª CRS,SAO LOURENCO DO SUL,431880,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S431880000001,SÃO LOURENÇO DO SUL,ETA DE SÃO LOURENÇO DO SUL,2024,SUPERFICIAL,arroio,SAO LOURENCO,,,S,"-31,3779417","-52,0038158",75.0,-31.3779417,-52.0038158
SUL,RS,12ª CRS,SAO LUIZ GONZAGA,431890,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL MISSOES SURMIS,92802784036623.0,SAA,S431890000001,SAO LUIZ GONZAGA,ETA DE SÃO LUIZ GONZAGA,2024,SUPERFICIAL,arroio,ARROIO XIMBOCU,,,S,"-28,9692019","-51,0269463",64.81,-28.9692019,-51.0269463
SUL,RS,16ª CRS,BOM RETIRO DO SUL,430240,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430240000001,BOM RETIRO DO SUL,ETA DE BOM RETIRO DO SUL,2024,SUPERFICIAL,rio,RIO TAQUARI,,,S,"-29,6104711","-51,9441174",33.5,-29.6104711,-51.9441174
SUL,RS,15ª CRS,RONDINHA,431620,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S431620000001,RONDINHA,ETA DE RONDINHA,2024,SUPERFICIAL,arroio,ARROIO SARANDI,,,N,"-27,823555","-52,9059634",10.0,-27.823555,-52.9059634
SUL,RS,6ª CRS,MARAU,431180,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S431180000001,MARAU,ETA DE MARAU,2024,SUPERFICIAL,arroio,ARROIO MARAU,,,S,"-28,4465381","-52,1816563",141.13,-28.4465381,-52.1816563
SUL,RS,7ª CRS,LAVRAS DO SUL,431150,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PAMPA SURPA,92802784005744.0,SAA,S431150000001,LAVRAS DO SUL,ETA DE LAVRAS DO SUL,2024,SUPERFICIAL,arroio,ARROIO DAS LAVRAS,,,S,"-30,8125415","-53,9065442",25.0,-30.8125415,-53.9065442
SUL,RS,3ª CRS,SANTANA DA BOA VISTA,431700,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PAMPA SURPA,92802784005744.0,SAA,S431700000001,SANTANA DA BOA VISTA,ETA DE SANTANA DA BOA VISTA,2024,SUPERFICIAL,arroio,DA OLARIA,,,S,"-30,8570539","-53,0971922",13.64,-30.8570539,-53.0971922
SUL,RS,1ª CRS,ALVORADA,430060,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430060000001,ALVORADA,ETA DE ALVORADA,2024,SUPERFICIAL,rio,GRAVATAI,,,S,"-29,9683952","-51,0369511",1356.67,-29.9683952,-51.0369511
SUL,RS,1ª CRS,SAO FRANCISCO DE PAULA,431820,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S431820000001,SÃO FRANCISCO DE PAULA,ETA DE SÃO FRANCISCO DE PAULA,2024,SUPERFICIAL,arroio,QUERENCIA,,,S,"-29,439523","-50,595392",59.77,-29.439523,-50.595392
SUL,RS,3ª CRS,JAGUARAO,431100,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S431100000002,JAGUARÃO,ETA DE JAGUARÃO,2024,SUPERFICIAL,rio,RIO JAGUARAO,,,S,"-32,5607287","-53,4161177",104.94,-32.5607287,-53.4161177
SUL,RS,4ª CRS,JAGUARI,431110,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PAMPA SURPA,92802784005744.0,SAA,S431110000001,JAGUARI,ETA DE JAGUARI,2024,SUPERFICIAL,rio,RIO JAGUARI,,,N,"-29,4823359","-54,6932466",27.65,-29.4823359,-54.6932466
SUL,RS,4ª CRS,JAGUARI,431110,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PAMPA SURPA,92802784005744.0,SAA,S431110000001,JAGUARI,ETA DE JAGUARI,2024,SUPERFICIAL,arroio,LAJEADO,,,S,"-29,4823","-54,6932",27.0,-29.4823,-54.6932
SUL,RS,18ª CRS,TRAMANDAI,432160,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL LITORAL SURLIT,92802784036704.0,SAA,S432160000001,TRAMANDAÍ,ETA DE TRAMANDAÍ,2024,SUPERFICIAL,lagoa,EMBOABA,,,S,"-29,9770723","-50,2197407",265.0,-29.9770723,-50.2197407
SUL,RS,3ª CRS,PINHEIRO MACHADO,431450,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S431450000002,VILA UMBÚ,ETA VILA UMBÚ,2024,SUPERFICIAL,arroio,ARROIO CANDIOTINHA,,,S,"-31,5008553","-53,5704143",8.0,-31.5008553,-53.5704143
SUL,RS,3ª CRS,PINHEIRO MACHADO,431450,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S431450000001,PINHEIRO MACHADO,ETA DE PINHEIRO MACHADO,2024,SUPERFICIAL,arroio,ARROIO SANTA FE,,,S,"-31,5395898","-53,3373882",29.0,-31.5395898,-53.3373882
SUL,RS,5ª CRS,CANELA,430440,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430440000002,CANELA,ETA I,2024,SUPERFICIAL,rio,SANTA CRUZ,,,S,"-29,3048665","-50,7273599",101.26,-29.3048665,-50.7273599
SUL,RS,5ª CRS,CANELA,430440,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S430440000002,CANELA,ETA II,2024,SUPERFICIAL,rio,SANTA CRUZ,,,S,"-29,3048665","-50,7273599",191.43,-29.3048665,-50.7273599
SUL,RS,2ª CRS,IRAI,431050,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S431050000001,IRAÍ,ETA DE IRAÍ,2024,SUPERFICIAL,rio,RIO DO MEL,,,S,"-27,1994926","-53,2552636",36.0,-27.1994926,-53.2552636
SUL,RS,18ª CRS,PALMARES DO SUL,431365,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL LITORAL SURLIT,92802784036704.0,SAA,S431365000002,GRANJA VARGAS,ETA DE GRANJA VARGAS,2024,SUPERFICIAL,lagoa,BANHADO DO IRGA,,,S,"-30,3380648","-50,3946447",10.0,-30.3380648,-50.3946447
SUL,RS,13ª CRS,PANTANO GRANDE,431395,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL CENTRAL SURCEN,92802784036208.0,SAA,S431395000001,PANTANO GRANDE,ETA DE PANTANO GRANDE,2024,SUPERFICIAL,acude,GUABIJU,,,N,"-30,2097865","-52,3903995",23.19,-30.2097865,-52.3903995
SUL,RS,16ª CRS,TAQUARI,432130,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S432130000002,TAQUARI,ETA DE TAQUARI,2024,SUPERFICIAL,rio,RIO TAQUARI,,,S,"-29,8063715","-51,8815694",104.77,-29.8063715,-51.8815694
SUL,RS,18ª CRS,OSORIO,431350,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL LITORAL SURLIT,92802784036704.0,SAA,S431350000003,ATLANTIDA SUL,ETA I ATLÂNTIDA SUL (RAINHA DO MAR),2024,SUPERFICIAL,rio,TRAMANDAI,,,S,"-29,8744","-50,098",160.0,-29.8744,-50.098
SUL,RS,18ª CRS,OSORIO,431350,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL LITORAL SURLIT,92802784036704.0,SAA,S431350000004,XANGRI-LÁ,ETA I ATLÂNTIDA SUL (RAINHA DO MAR),2024,SUPERFICIAL,rio,TRAMANDAI,,,S,"-29,8744","-50,098",155.44,-29.8744,-50.098
SUL,RS,4ª CRS,SANTIAGO,431740,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PAMPA SURPA,92802784005744.0,SAA,S431740000001,SANTIAGO,ETA DE SANTIAGO,2024,SUPERFICIAL,barragem,BARRAGEM PINHEIROS,,,S,"-29,142664","-54,8576111",112.7,-29.142664,-54.8576111
SUL,RS,13ª CRS,RIO PARDO,431570,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL CENTRAL SURCEN,92802784036208.0,SAA,S431570000001,RIO PARDO,ETA DE RIO PARDO,2024,SUPERFICIAL,rio,RIO JACUI,,,N,"-29,9957707","-52,3779833",80.0,-29.9957707,-52.3779833
SUL,RS,2ª CRS,TRES PASSOS,432190,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL MISSOES SURMIS,92802784036623.0,SAA,S432190000001,TRES PASSOS,ETA DE TRÊS PASSOS,2024,SUPERFICIAL,rio,LAJEADO ERVAL NOVO,,,N,"-27,4829143","-53,9670443",62.53,-27.4829143,-53.9670443
SUL,RS,1ª CRS,ESTEIO,430770,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SINOS SURSIN,92802784031150.0,SAA,S430770000001,ESTEIO,ETA DE ESTEIO,2024,SUPERFICIAL,rio,DOS SINOS,,,S,"-29,8395935","-51,1867541",903.82,-29.8395935,-51.1867541
SUL,RS,3ª CRS,MORRO REDONDO,431245,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S431245000001,MORRO REDONDO,ETA DE MORRO REDONDO,2024,SUPERFICIAL,arroio,DO CARVAO,,,S,"-31,5802312","-52,6688643",9.12,-31.5802312,-52.6688643
SUL,RS,3ª CRS,PIRATINI,431460,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S431460000001,PIRATINI,ETA DE PIRATINI,2024,SUPERFICIAL,rio,RIO PIRATINIZINHO,,,S,"-31,4495935","-53,1227006",35.78,-31.4495935,-53.1227006
SUL,RS,17ª CRS,PANAMBI,431390,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL MISSOES SURMIS,92802784036623.0,SAA,S431390000001,PANAMBI,ETA DE PANAMBI,2024,SUPERFICIAL,rio,RIO FIUZA,,,S,"-28,2992845","-53,4963298",110.57,-28.2992845,-53.4963298
SUL,RS,1ª CRS,PAROBE,431405,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SINOS SURSIN,92802784031150.0,SAA,S431405000001,PAROBÉ,ETA DE PAROBÉ,2024,SUPERFICIAL,rio,RIO PARANHANA,,,S,"-29,613208","-50,8110411",159.71,-29.613208,-50.8110411
SUL,RS,8ª CRS,SOBRADINHO,432070,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL CENTRAL SURCEN,92802784036208.0,SAA,S432070000001,SOBRADINHO,ETA DE SOBRADINHO,2024,SUPERFICIAL,arroio,CARIJINHO,,,S,"-29,4221933","-53,0252964",23.53,-29.4221933,-53.0252964
SUL,RS,1ª CRS,DOM FELICIANO,430650,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL SUL SURSUL,92802784036461.0,SAA,S430650000001,DOM FELICIANO,ETA DE DOM FELICIANO,2024,SUPERFICIAL,arroio,FORQUETA,,,N,"-30,6988013","-52,1161852",11.25,-30.6988013,-52.1161852
SUL,RS,17ª CRS,CRISSIUMAL,430600,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL MISSOES SURMIS,92802784036623.0,SAA,S430600000001,CRISSIUMAL,ETA DE CRISSIUMAL,2024,SUPERFICIAL,rio,LAJEADO GRANDE,,,N,"-27,4599602","-54,067206",29.36,-27.4599602,-54.067206
SUL,RS,1ª CRS,CERRO GRANDE DO SUL,430517,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL METROPOLITANA SURMET,92802784036976.0,SAA,S430517000001,CERRO GRANDE DO SUL,ETA DE CERRO GRANDE DO SUL,2024,SUPERFICIAL,arroio,CERRO GRANDE DO SUL,,,N,"-30,6187802","-51,7683194",5.7,-30.6187802,-51.7683194
SUL,RS,16ª CRS,LAJEADO,431140,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S431140000001,LAJEADO,ETA DE LAJEADO,2024,SUPERFICIAL,rio,RIO TAQUARI,,,S,"-29,4648104","-51,9484062",243.58,-29.4648104,-51.9484062
SUL,RS,6ª CRS,SAO JOSE DO OURO,431860,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S431860000001,SÃO JOSÉ DO OURO,ETA DE SÃO JOSÉ DO OURO,2024,SUPERFICIAL,rio,RIO CARAZINHO,,,S,"-27,78707","-51,5998483",20.87,-27.78707,-51.5998483
SUL,RS,5ª CRS,SAO MARCOS,431900,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL NORDESTE SURNE,92802784036895.0,SAA,S431900000001,SÃO MARCOS,ETA DE SÃO MARCOS,2024,SUPERFICIAL,arroio,SAO LUIZ RESERVACAO,,,S,"-28,9692019","-51,0269426",55.96,-28.9692019,-51.0269426
SUL,RS,11ª CRS,CAMPINAS DO SUL,430380,Regional,CORSAN,COMPANHIA RIOGRANDENSE DE SANEAMENTO,SUPERINTENDENCIA REGIONAL PLANALTO SURPLA,92802784036380.0,SAA,S430380000001,CAMPINAS DO SUL,ETA DE CAMPINAS DO SUL/CPS-06,2024,SUPERFICIAL,rio,LAJEADO IPIRANGA,,,S,"-27,7201382","-52,6060041",10.04,-27.7201382,-52.6060041
